# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec, execs_so_far
1440533859, 0, 0, 1, 1, 1, 3.97%, 0, 0, 1, 256.41, 10
1440533864, 0, 0, 38, 38, 1, 4.55%, 0, 0, 2, 195.88, 818
1440533869, 0, 0, 77, 77, 1, 5.69%, 0, 0, 2, 262.76, 2123
1440533875, 0, 0, 100, 100, 1, 5.81%, 0, 0, 2, 290.70, 3660
1440533880, 0, 0, 109, 109, 1, 5.85%, 0, 0, 2, 304.48, 5255
1440533885, 0, 0, 122, 122, 1, 6.45%, 0, 0, 2, 295.00, 6768
1440533890, 0, 0, 130, 130, 1, 6.47%, 0, 0, 2, 301.99, 8381
1440533895, 0, 0, 166, 166, 1, 6.50%, 0, 0, 2, 274.15, 9688
1440533900, 0, 0, 169, 169, 1, 6.50%, 0, 0, 2, 290.41, 11203
1440533921, 0, 0, 170, 170, 1, 6.50%, 0, 0, 2, 309.98, 17642
1440533926, 0, 0, 175, 175, 1, 6.50%, 0, 0, 2, 288.06, 19136
1440533936, 0, 0, 177, 177, 1, 6.51%, 0, 0, 2, 313.20, 22420
1440533942, 0, 0, 184, 184, 1, 6.53%, 0, 0, 2, 310.30, 24014
1440533947, 0, 0, 185, 185, 1, 6.53%, 0, 0, 2, 314.48, 25596
1440533957, 0, 0, 193, 193, 1, 6.59%, 0, 0, 2, 310.54, 28707
1440533977, 0, 0, 216, 216, 1, 6.60%, 0, 0, 2, 292.97, 34978
1440533982, 0, 0, 232, 232, 1, 6.61%, 0, 0, 2, 277.55, 36359
1440533987, 0, 0, 248, 248, 1, 6.63%, 0, 0, 2, 277.22, 37752
1440533992, 0, 0, 258, 258, 1, 6.70%, 0, 0, 2, 281.77, 39156
1440533997, 0, 0, 271, 271, 1, 6.81%, 0, 0, 2, 274.70, 40541
1440534002, 0, 0, 284, 284, 1, 6.81%, 0, 0, 2, 277.37, 41941
1440534007, 0, 0, 296, 296, 1, 6.82%, 0, 0, 2, 277.49, 43386
1440534012, 0, 0, 305, 305, 1, 6.99%, 0, 0, 2, 271.45, 44741
1440534017, 0, 0, 313, 313, 1, 6.99%, 0, 0, 2, 278.32, 46141
1440534023, 0, 0, 320, 320, 1, 6.99%, 0, 0, 2, 280.23, 47601
1440534028, 0, 0, 329, 329, 1, 7.00%, 0, 0, 2, 275.77, 48986
1440534033, 0, 0, 339, 339, 1, 7.00%, 0, 1, 2, 271.66, 50411
1440534038, 0, 0, 347, 347, 1, 7.00%, 0, 1, 2, 273.82, 51786
1440534043, 0, 0, 353, 353, 1, 7.00%, 0, 1, 2, 276.98, 53166
1440534048, 0, 0, 357, 357, 1, 7.00%, 0, 1, 2, 271.73, 54531
1440534053, 0, 0, 365, 365, 1, 7.00%, 0, 1, 2, 275.09, 55906
1440534058, 0, 0, 371, 371, 1, 7.01%, 0, 1, 2, 266.52, 57262
1440534063, 0, 0, 379, 379, 1, 7.01%, 0, 1, 2, 273.97, 58647
1440534068, 0, 0, 384, 384, 1, 7.01%, 0, 1, 2, 279.19, 60097
1440534073, 0, 0, 388, 388, 1, 7.01%, 0, 1, 2, 279.17, 61507
1440534078, 0, 0, 389, 389, 1, 7.01%, 0, 1, 2, 281.03, 62912
1440534084, 0, 0, 397, 397, 1, 7.08%, 0, 1, 2, 281.36, 64357
1440534089, 0, 0, 399, 399, 1, 7.08%, 0, 1, 2, 280.88, 65772
1440534094, 0, 0, 404, 404, 1, 7.08%, 0, 1, 2, 283.68, 67197
1440534099, 0, 0, 406, 406, 1, 7.08%, 0, 1, 2, 278.90, 68607
1440534104, 0, 0, 410, 410, 1, 7.08%, 0, 1, 2, 279.67, 70007
1440534109, 0, 0, 411, 411, 1, 7.08%, 0, 1, 2, 280.85, 71417
1440534114, 0, 0, 413, 413, 1, 7.08%, 0, 1, 2, 277.19, 72812
1440534119, 0, 0, 416, 416, 1, 7.08%, 0, 1, 2, 280.62, 74227
1440534124, 0, 0, 420, 420, 1, 7.09%, 0, 1, 2, 280.36, 75637
1440534129, 0, 0, 421, 421, 1, 7.09%, 0, 1, 2, 281.85, 77052
1440534134, 0, 0, 426, 426, 1, 7.09%, 0, 1, 2, 281.92, 78467
1440534139, 0, 0, 429, 429, 1, 7.09%, 0, 1, 2, 282.66, 79937
1440534144, 0, 0, 434, 434, 1, 7.09%, 0, 1, 2, 282.33, 81402
1440534149, 0, 0, 436, 436, 1, 7.09%, 0, 1, 2, 283.02, 82822
1440534155, 0, 0, 438, 438, 1, 7.09%, 0, 1, 2, 284.82, 84302
1440534160, 0, 0, 440, 440, 1, 7.09%, 0, 1, 2, 284.15, 85737
1440534165, 0, 0, 444, 444, 1, 7.11%, 0, 1, 2, 283.04, 87152
1440534170, 0, 0, 446, 446, 1, 7.21%, 0, 1, 2, 280.58, 88562
1440534175, 0, 0, 448, 448, 1, 7.22%, 0, 1, 2, 283.51, 90047
1440534180, 0, 0, 449, 449, 1, 7.22%, 0, 1, 2, 283.26, 91472
1440534185, 0, 0, 450, 450, 1, 7.22%, 0, 1, 2, 279.60, 92877
1440534200, 0, 0, 452, 452, 1, 7.22%, 0, 1, 2, 283.05, 97157
1440534205, 0, 0, 453, 453, 1, 7.22%, 0, 1, 2, 282.73, 98582
1440534210, 0, 0, 455, 455, 1, 7.22%, 0, 1, 2, 282.37, 99997
1440534215, 0, 0, 457, 457, 1, 7.66%, 0, 1, 2, 284.06, 101467
1440534220, 0, 0, 460, 460, 1, 7.67%, 0, 1, 2, 281.89, 102872
1440534225, 0, 0, 461, 461, 1, 7.67%, 0, 1, 2, 283.14, 104312
1440534235, 0, 0, 462, 462, 1, 7.67%, 0, 1, 2, 281.90, 107172
1440534240, 0, 0, 463, 463, 1, 7.67%, 0, 1, 2, 280.76, 108567
1440534245, 0, 0, 464, 464, 1, 7.67%, 0, 1, 2, 280.43, 109977
1440534260, 0, 0, 466, 466, 1, 7.67%, 0, 1, 2, 282.94, 114222
1440534271, 0, 0, 468, 468, 1, 7.69%, 0, 1, 2, 278.82, 117027
1440534276, 0, 0, 469, 469, 1, 7.69%, 0, 1, 2, 278.08, 118427
1440534286, 0, 0, 470, 470, 1, 7.69%, 0, 1, 2, 279.36, 121227
1440534291, 0, 0, 472, 472, 1, 7.70%, 0, 1, 2, 277.66, 122622
1440534296, 0, 0, 473, 473, 1, 7.70%, 0, 1, 2, 277.65, 124017
1440534301, 0, 0, 475, 475, 1, 7.70%, 0, 1, 2, 281.25, 125437
1440534311, 0, 0, 477, 477, 1, 7.70%, 0, 1, 2, 281.81, 128277
1440534316, 0, 0, 480, 480, 1, 7.70%, 0, 1, 2, 280.20, 129687
1440534321, 0, 0, 482, 482, 1, 7.70%, 0, 1, 2, 277.89, 131077
1440534326, 0, 0, 483, 483, 1, 7.70%, 0, 1, 2, 279.74, 132532
1440534331, 0, 0, 485, 485, 1, 7.70%, 0, 1, 2, 278.82, 133947
1440534347, 0, 0, 486, 486, 1, 7.70%, 0, 1, 2, 282.85, 138252
1440534352, 0, 0, 489, 489, 1, 7.70%, 0, 1, 2, 282.77, 139717
1440534357, 0, 0, 494, 494, 1, 7.76%, 0, 1, 2, 275.34, 141102
1440534362, 0, 0, 495, 495, 1, 7.76%, 0, 1, 2, 279.58, 142517
1440534367, 0, 0, 496, 496, 1, 7.76%, 0, 1, 2, 279.89, 143932
1440534372, 0, 0, 497, 497, 1, 7.76%, 0, 1, 2, 279.11, 145337
1440534377, 0, 0, 499, 499, 1, 7.76%, 0, 1, 2, 279.89, 146747
1440534382, 0, 0, 500, 500, 1, 7.76%, 0, 1, 2, 279.30, 148142
1440534397, 0, 0, 501, 501, 1, 7.76%, 0, 1, 2, 281.10, 152417
1440534402, 0, 0, 503, 503, 1, 7.76%, 0, 1, 2, 280.84, 153827
1440534412, 0, 0, 504, 504, 1, 7.76%, 0, 2, 2, 280.24, 156642
1440534417, 0, 0, 505, 505, 1, 7.76%, 0, 2, 2, 279.49, 158052
1440534427, 0, 0, 506, 506, 1, 7.76%, 0, 2, 2, 280.27, 160877
1440534448, 0, 0, 507, 507, 1, 7.76%, 0, 2, 2, 280.81, 166587
1440534453, 0, 0, 508, 508, 1, 7.76%, 0, 2, 2, 281.76, 168002
1440534458, 0, 0, 510, 510, 1, 7.76%, 0, 2, 2, 282.41, 169422
1440534463, 0, 0, 511, 511, 1, 7.76%, 0, 2, 2, 282.55, 170842
1440534493, 0, 0, 512, 512, 1, 7.77%, 0, 2, 2, 280.17, 179397
1440534533, 0, 0, 513, 513, 1, 7.77%, 0, 2, 2, 281.55, 190777
1440534559, 0, 3, 513, 512, 72, 7.77%, 0, 2, 2, 299.94, 198008
1440534594, 0, 87, 513, 511, 71, 7.77%, 0, 2, 2, 313.38, 208792
1440534625, 0, 87, 514, 512, 71, 7.77%, 0, 2, 3, 307.60, 218634
1440534651, 0, 110, 514, 511, 70, 7.77%, 0, 2, 3, 321.84, 226330
1440534691, 0, 110, 515, 512, 70, 7.77%, 0, 2, 3, 283.81, 239180
1440534706, 0, 110, 516, 513, 70, 7.77%, 0, 2, 3, 282.68, 243490
1440534716, 0, 110, 517, 514, 70, 7.79%, 0, 2, 3, 283.31, 246400
1440534737, 0, 110, 518, 515, 70, 7.79%, 0, 2, 3, 283.35, 252180
1440534757, 0, 110, 519, 516, 70, 7.79%, 0, 2, 3, 285.53, 257960
1440534803, 0, 110, 520, 517, 70, 7.79%, 0, 2, 3, 286.04, 270950
1440534849, 0, 110, 521, 518, 70, 7.81%, 0, 2, 3, 286.61, 284130
1440534859, 0, 110, 522, 519, 70, 7.81%, 0, 2, 3, 285.38, 287000
1440534874, 0, 110, 523, 520, 70, 7.81%, 0, 2, 3, 281.64, 291265
1440534935, 0, 110, 524, 521, 70, 7.81%, 0, 2, 3, 281.47, 308520
1440534950, 0, 110, 526, 523, 70, 7.81%, 0, 2, 3, 285.04, 312855
1440534965, 0, 110, 527, 524, 70, 7.81%, 0, 2, 3, 283.95, 317225
1440534986, 0, 110, 528, 525, 70, 8.14%, 0, 2, 3, 281.25, 322925
1440535006, 0, 110, 529, 526, 70, 8.15%, 0, 2, 3, 284.32, 328655
1440535016, 0, 110, 530, 527, 70, 8.18%, 0, 2, 3, 285.40, 331570
1440535031, 0, 110, 531, 528, 70, 8.18%, 0, 2, 3, 283.12, 335855
1440535067, 0, 110, 532, 529, 70, 8.18%, 0, 2, 3, 286.09, 346090
1440535082, 0, 110, 533, 530, 70, 8.18%, 0, 2, 3, 284.09, 350430
1440535088, 0, 110, 534, 531, 70, 8.18%, 0, 2, 3, 283.14, 351900
1440535108, 0, 110, 535, 532, 70, 8.18%, 0, 2, 3, 285.57, 357730
1440535113, 0, 110, 536, 533, 70, 8.72%, 0, 2, 3, 278.47, 359110
1440535118, 0, 110, 537, 534, 70, 8.72%, 0, 2, 3, 285.33, 360545
1440535148, 0, 110, 538, 535, 70, 8.72%, 0, 2, 3, 285.33, 369230
1440535153, 0, 110, 539, 536, 70, 8.72%, 0, 2, 3, 284.71, 370650
1440535174, 0, 110, 540, 537, 70, 8.72%, 0, 2, 3, 284.01, 376360
1440535179, 0, 110, 541, 538, 70, 8.77%, 0, 2, 3, 284.53, 377780
1440535224, 0, 110, 542, 539, 70, 8.77%, 0, 2, 3, 283.14, 390640
1440535240, 0, 110, 543, 540, 70, 8.77%, 0, 2, 3, 283.65, 394990
1440535245, 0, 114, 543, 539, 81, 8.77%, 0, 2, 3, 284.49, 396422
1440535250, 0, 114, 544, 540, 81, 8.77%, 0, 3, 3, 213.48, 397420
1440535276, 0, 114, 545, 541, 81, 8.78%, 0, 3, 3, 188.18, 402437
1440535281, 0, 114, 546, 542, 81, 8.78%, 0, 3, 3, 195.32, 403440
1440535286, 0, 114, 547, 543, 81, 8.78%, 0, 5, 3, 217.75, 404627
1440535301, 0, 114, 547, 543, 81, 8.78%, 0, 6, 3, 191.10, 407611
1440535322, 0, 114, 549, 545, 81, 8.78%, 0, 6, 3, 184.21, 411416
1440535327, 0, 114, 550, 546, 81, 8.79%, 0, 6, 3, 178.12, 412281
1440535342, 0, 114, 550, 546, 81, 8.79%, 0, 7, 3, 180.99, 415359
1440535357, 0, 114, 551, 547, 81, 8.79%, 0, 7, 3, 254.03, 418936
1440535403, 0, 114, 553, 549, 81, 8.79%, 0, 7, 3, 265.45, 430250
1440535418, 0, 114, 556, 552, 81, 8.79%, 0, 7, 3, 270.71, 434390
1440535423, 0, 114, 557, 553, 81, 8.79%, 0, 7, 3, 271.18, 435795
1440535428, 0, 114, 558, 554, 81, 8.79%, 0, 7, 3, 271.28, 437155
1440535459, 0, 114, 559, 555, 81, 8.80%, 0, 7, 3, 266.02, 445315
1440535469, 0, 114, 561, 557, 81, 8.96%, 0, 7, 3, 254.01, 447957
1440535474, 0, 114, 562, 558, 81, 8.96%, 0, 7, 3, 265.69, 449345
1440535479, 0, 114, 563, 559, 81, 8.96%, 0, 7, 3, 263.63, 450705
1440535489, 0, 114, 564, 560, 81, 8.96%, 0, 7, 3, 265.83, 453395
1440535494, 0, 114, 566, 562, 81, 8.96%, 0, 7, 3, 265.15, 454730
1440535499, 0, 114, 568, 564, 81, 8.97%, 0, 7, 3, 265.57, 456065
1440535566, 0, 114, 569, 565, 81, 8.97%, 0, 7, 3, 261.61, 473812
1440535571, 0, 114, 570, 566, 81, 8.97%, 0, 7, 3, 266.36, 475200
1440535576, 0, 114, 571, 567, 81, 8.97%, 0, 7, 3, 265.63, 476585
1440535591, 0, 114, 572, 568, 81, 8.98%, 0, 7, 3, 264.91, 480655
1440535596, 0, 114, 573, 569, 81, 8.98%, 0, 7, 3, 266.87, 482045
1440535627, 0, 114, 574, 570, 81, 8.98%, 0, 7, 3, 262.94, 490220
1440535632, 0, 114, 575, 571, 81, 8.98%, 0, 7, 3, 268.44, 491570
1440535637, 0, 114, 576, 572, 81, 8.98%, 0, 7, 3, 265.96, 492950
1440535642, 0, 114, 577, 573, 81, 8.98%, 0, 7, 3, 266.44, 494290
1440535648, 0, 114, 578, 574, 81, 8.98%, 0, 7, 3, 268.92, 495695
1440535694, 0, 114, 579, 575, 81, 8.98%, 0, 7, 3, 272.04, 508180
1440535709, 0, 114, 580, 576, 81, 8.98%, 0, 7, 3, 271.90, 512325
1440535740, 0, 114, 581, 577, 81, 8.98%, 0, 7, 3, 270.95, 520610
1440535775, 0, 114, 582, 578, 81, 8.98%, 0, 7, 3, 269.78, 530105
1440535785, 0, 114, 583, 579, 81, 8.98%, 0, 7, 3, 266.39, 532850
1440535810, 0, 114, 584, 580, 81, 8.98%, 0, 7, 3, 264.65, 539560
1440535821, 0, 114, 585, 581, 81, 8.99%, 0, 7, 3, 264.87, 542270
1440535826, 0, 114, 586, 582, 81, 8.99%, 0, 7, 3, 265.47, 543610
1440535836, 0, 114, 587, 583, 81, 8.99%, 0, 7, 3, 267.04, 546395
1440535862, 0, 114, 587, 583, 81, 8.99%, 0, 9, 3, 221.87, 552985
1440535867, 0, 114, 587, 583, 81, 8.99%, 0, 11, 3, 251.27, 554297
1440535872, 0, 114, 588, 584, 81, 8.99%, 0, 11, 3, 256.43, 555640
1440535887, 0, 114, 589, 585, 81, 9.00%, 0, 11, 3, 268.37, 559660
1440535892, 0, 114, 591, 587, 81, 9.00%, 0, 11, 3, 272.09, 561020
1440535897, 0, 114, 592, 588, 81, 9.00%, 0, 11, 3, 267.83, 562355
1440535953, 0, 114, 593, 589, 81, 9.00%, 0, 11, 3, 267.01, 577285
1440535963, 0, 114, 594, 590, 81, 9.00%, 0, 11, 3, 267.82, 580030
1440535973, 0, 114, 595, 591, 81, 9.00%, 0, 11, 3, 267.78, 582725
1440535999, 0, 117, 597, 592, 92, 9.01%, 0, 11, 3, 280.20, 589606
1440536004, 0, 117, 599, 594, 92, 9.05%, 0, 11, 3, 305.33, 591206
1440536009, 0, 117, 602, 597, 92, 9.05%, 0, 12, 3, 269.78, 592537
1440536014, 0, 117, 605, 600, 92, 9.42%, 0, 12, 3, 257.68, 593822
1440536019, 0, 117, 608, 603, 92, 9.43%, 0, 12, 3, 256.11, 595122
1440536024, 0, 117, 612, 607, 92, 10.75%, 1, 12, 3, 234.81, 596312
1440536029, 0, 117, 613, 608, 92, 10.87%, 1, 12, 3, 246.42, 597608
1440536034, 0, 117, 619, 614, 92, 10.96%, 1, 12, 3, 252.61, 598907
1440536040, 0, 117, 622, 617, 92, 11.20%, 1, 12, 3, 240.90, 600140
1440536045, 0, 117, 625, 620, 92, 11.32%, 1, 12, 3, 249.50, 601442
1440536050, 0, 117, 627, 622, 92, 11.46%, 1, 12, 3, 248.92, 602702
1440536055, 0, 117, 628, 623, 92, 11.46%, 1, 12, 3, 255.76, 603997
1440536060, 0, 117, 629, 624, 92, 11.54%, 1, 12, 3, 251.66, 605242
1440536065, 0, 117, 631, 626, 92, 11.69%, 1, 12, 3, 240.78, 606484
1440536070, 0, 117, 633, 628, 92, 11.76%, 1, 12, 3, 244.80, 607728
1440536075, 0, 117, 634, 629, 92, 11.77%, 1, 12, 3, 250.83, 609003
1440536085, 0, 117, 635, 630, 92, 11.83%, 1, 12, 3, 254.01, 611577
1440536090, 0, 117, 636, 631, 92, 11.84%, 1, 12, 3, 253.51, 612867
1440536101, 0, 117, 637, 632, 92, 11.87%, 1, 12, 3, 247.03, 615412
1440536106, 0, 117, 638, 633, 92, 11.91%, 1, 12, 3, 251.20, 616707
1440536111, 0, 117, 639, 634, 92, 11.92%, 2, 12, 3, 255.52, 618012
1440536116, 0, 117, 642, 637, 92, 12.02%, 2, 12, 3, 238.56, 619244
1440536131, 0, 117, 645, 640, 92, 12.13%, 2, 12, 3, 250.77, 623092
1440536136, 0, 117, 646, 641, 92, 12.21%, 2, 12, 3, 253.25, 624382
1440536141, 0, 117, 647, 642, 92, 12.21%, 2, 12, 3, 255.69, 625677
1440536152, 0, 117, 648, 643, 92, 12.26%, 2, 12, 3, 246.70, 628252
1440536157, 0, 117, 650, 645, 92, 12.29%, 2, 12, 3, 246.00, 629486
1440536162, 0, 117, 652, 647, 92, 12.29%, 2, 12, 3, 256.13, 630827
1440536167, 0, 117, 653, 648, 92, 12.29%, 2, 12, 3, 256.41, 632137
1440536177, 0, 117, 655, 650, 92, 12.31%, 2, 12, 3, 252.67, 634717
1440536182, 0, 117, 656, 651, 92, 12.31%, 2, 12, 3, 256.37, 636022
1440536202, 0, 117, 657, 652, 92, 12.36%, 2, 12, 3, 247.99, 641132
1440536207, 0, 117, 659, 654, 92, 12.38%, 2, 12, 3, 249.80, 642390
1440536213, 0, 117, 660, 655, 92, 12.38%, 2, 12, 3, 253.46, 643672
1440536218, 0, 117, 662, 657, 92, 12.43%, 2, 12, 3, 238.98, 644884
1440536223, 0, 117, 665, 660, 92, 12.49%, 2, 12, 3, 245.45, 646134
1440536228, 0, 117, 667, 662, 92, 12.52%, 2, 12, 3, 242.21, 647376
1440536233, 0, 117, 668, 663, 92, 12.52%, 2, 12, 3, 252.14, 648652
1440536238, 0, 117, 670, 665, 92, 12.57%, 2, 12, 3, 249.35, 649884
1440536243, 0, 117, 671, 666, 92, 12.61%, 2, 12, 3, 250.20, 651180
1440536248, 0, 117, 673, 668, 92, 12.66%, 2, 12, 3, 242.06, 652388
1440536253, 0, 117, 674, 669, 92, 12.66%, 2, 12, 3, 253.19, 653712
1440536263, 0, 117, 675, 670, 92, 12.66%, 2, 12, 3, 254.43, 656317
1440536273, 0, 117, 676, 671, 92, 12.66%, 2, 12, 3, 247.31, 658876
1440536279, 0, 117, 679, 674, 92, 12.73%, 2, 12, 3, 247.48, 660146
1440536284, 0, 117, 681, 676, 92, 12.80%, 2, 12, 3, 248.34, 661358
1440536289, 0, 117, 683, 678, 92, 12.84%, 2, 12, 3, 252.26, 662652
1440536294, 0, 117, 684, 679, 92, 12.85%, 2, 12, 3, 251.19, 663902
1440536299, 0, 117, 686, 681, 92, 12.94%, 2, 12, 3, 237.62, 665088
1440536304, 0, 117, 687, 682, 92, 12.95%, 2, 12, 3, 248.95, 666388
1440536309, 0, 117, 689, 684, 92, 12.96%, 2, 12, 3, 247.91, 667654
1440536314, 0, 117, 690, 685, 92, 12.97%, 2, 12, 3, 251.87, 668907
1440536319, 0, 117, 691, 686, 92, 13.00%, 2, 12, 3, 254.47, 670172
1440536329, 0, 117, 693, 688, 92, 13.03%, 2, 12, 3, 247.20, 672728
1440536334, 0, 117, 694, 689, 92, 13.03%, 2, 12, 3, 252.28, 674002
1440536355, 0, 117, 696, 691, 92, 13.05%, 2, 13, 3, 250.72, 679174
1440536360, 0, 117, 697, 692, 92, 13.05%, 2, 13, 3, 251.13, 680439
1440536365, 0, 117, 698, 693, 92, 13.05%, 2, 13, 3, 255.03, 681739
1440536370, 0, 117, 699, 694, 92, 13.09%, 2, 13, 3, 248.57, 682984
1440536380, 0, 117, 700, 695, 92, 13.09%, 2, 13, 3, 255.36, 685549
1440536405, 0, 117, 701, 696, 92, 13.11%, 2, 13, 3, 251.41, 691999
1440536410, 0, 117, 704, 699, 92, 13.16%, 2, 13, 3, 241.72, 693208
1440536425, 0, 117, 705, 700, 92, 13.18%, 2, 13, 3, 249.82, 697048
1440536430, 0, 117, 706, 701, 92, 13.20%, 2, 13, 3, 247.36, 698300
1440536435, 0, 117, 706, 701, 92, 13.20%, 3, 13, 3, 250.74, 699614
1440536446, 0, 117, 707, 702, 92, 13.20%, 3, 13, 3, 251.98, 702179
1440536461, 0, 117, 708, 703, 92, 13.22%, 3, 13, 3, 245.97, 706032
1440536471, 0, 117, 709, 704, 92, 13.23%, 3, 13, 3, 252.26, 708659
1440536476, 0, 117, 710, 705, 92, 13.23%, 3, 13, 3, 254.28, 709954
1440536481, 0, 117, 713, 708, 92, 13.32%, 3, 13, 3, 241.86, 711170
1440536486, 0, 117, 714, 709, 92, 13.34%, 3, 13, 3, 247.08, 712402
1440536491, 0, 117, 715, 710, 92, 13.34%, 3, 13, 3, 250.56, 713684
1440536496, 0, 117, 717, 712, 92, 13.40%, 3, 13, 3, 243.14, 714900
1440536502, 0, 117, 718, 713, 92, 13.45%, 3, 13, 3, 242.85, 716144
1440536542, 0, 117, 719, 714, 92, 13.45%, 3, 14, 3, 255.54, 726464
1440536547, 0, 117, 721, 716, 92, 13.50%, 3, 14, 3, 250.42, 727706
1440536557, 0, 117, 722, 717, 92, 13.52%, 3, 14, 3, 248.81, 730262
1440536562, 0, 117, 723, 718, 92, 13.54%, 3, 14, 3, 247.55, 731543
1440536567, 0, 117, 724, 719, 92, 13.57%, 3, 14, 3, 247.08, 732806
1440536578, 0, 117, 726, 721, 92, 13.60%, 3, 14, 3, 251.83, 735384
1440536603, 0, 117, 727, 722, 92, 13.60%, 3, 14, 3, 256.30, 741859
1440536613, 0, 117, 729, 724, 92, 13.64%, 3, 14, 3, 239.47, 744398
1440536633, 0, 117, 730, 725, 92, 13.66%, 3, 14, 3, 253.38, 749594
1440536644, 0, 117, 731, 726, 92, 13.70%, 3, 14, 3, 251.59, 752139
1440536659, 0, 118, 731, 725, 157, 13.70%, 3, 15, 3, 288.21, 756191
1440536771, 0, 118, 733, 727, 157, 13.70%, 3, 15, 3, 281.40, 790229
1440536786, 0, 118, 733, 727, 157, 13.70%, 3, 16, 3, 274.25, 794399
1440536831, 0, 118, 734, 728, 157, 13.70%, 3, 16, 3, 280.76, 807179
1440536842, 0, 118, 735, 729, 157, 13.70%, 3, 16, 3, 277.95, 810024
1440536847, 0, 118, 737, 731, 157, 13.70%, 3, 16, 3, 280.28, 811474
1440536897, 0, 118, 738, 732, 157, 13.81%, 3, 16, 3, 276.05, 825674
1440536903, 0, 118, 740, 734, 157, 13.81%, 3, 16, 3, 279.78, 827094
1440536949, 0, 118, 741, 735, 157, 13.84%, 3, 16, 3, 278.26, 840044
1440536969, 0, 118, 742, 736, 157, 13.85%, 3, 16, 3, 280.82, 845709
1440537019, 0, 118, 743, 737, 157, 13.85%, 3, 16, 3, 280.73, 859839
1440537065, 0, 118, 744, 738, 157, 13.85%, 3, 16, 3, 277.20, 872644
1440537075, 0, 118, 745, 739, 157, 13.85%, 3, 16, 3, 279.03, 875509
1440537100, 0, 118, 746, 740, 157, 13.85%, 3, 16, 3, 282.53, 882574
1440537161, 0, 118, 747, 741, 157, 13.85%, 3, 16, 3, 282.15, 899629
1440537207, 0, 118, 748, 742, 157, 13.86%, 3, 16, 3, 279.21, 912449
1440537232, 0, 118, 749, 743, 157, 13.86%, 3, 16, 3, 282.11, 919609
1440537247, 0, 118, 750, 744, 157, 13.86%, 3, 16, 3, 279.08, 923884
1440537334, 0, 170, 750, 743, 163, 13.86%, 3, 16, 3, 280.67, 947775
1440537349, 0, 170, 751, 744, 163, 13.86%, 3, 16, 3, 317.17, 952697
1440537385, 0, 170, 752, 745, 163, 13.86%, 3, 16, 3, 272.72, 963394
1440537406, 0, 173, 752, 744, 162, 13.86%, 3, 16, 3, 261.21, 968941
1440537472, 0, 173, 752, 744, 162, 13.86%, 3, 17, 3, 177.79, 981368
1440537534, 0, 173, 752, 744, 162, 13.86%, 3, 18, 3, 182.72, 993064
1440537595, 0, 178, 752, 743, 161, 13.86%, 3, 18, 3, 302.76, 1006927
1440537625, 0, 178, 753, 744, 161, 13.86%, 3, 18, 3, 289.31, 1016536
1440537630, 0, 178, 754, 745, 161, 13.86%, 3, 18, 3, 284.66, 1017971
1440537636, 0, 178, 755, 746, 161, 13.86%, 3, 18, 3, 283.61, 1019391
1440537742, 0, 178, 756, 747, 161, 13.87%, 3, 18, 3, 285.84, 1049711
1440537773, 0, 178, 758, 749, 161, 13.87%, 3, 18, 3, 284.13, 1058601
1440537814, 0, 178, 759, 750, 161, 13.87%, 3, 18, 3, 288.48, 1070296
1440537905, 0, 178, 760, 751, 161, 13.87%, 3, 18, 3, 282.18, 1096396
1440537966, 0, 178, 761, 752, 161, 13.88%, 3, 18, 3, 280.21, 1113666
1440538088, 0, 178, 762, 753, 161, 13.93%, 3, 18, 3, 277.00, 1148231
1440538098, 0, 178, 763, 754, 161, 13.93%, 3, 18, 3, 284.29, 1151146
1440538154, 0, 178, 764, 755, 161, 13.93%, 3, 18, 3, 286.85, 1167046
1440538179, 0, 178, 765, 756, 161, 13.93%, 3, 18, 3, 281.66, 1174116
1440538184, 0, 186, 765, 755, 166, 13.93%, 3, 18, 3, 310.46, 1175665
1440538225, 0, 194, 765, 754, 165, 13.93%, 3, 18, 3, 282.92, 1188186
1440538245, 0, 194, 766, 755, 165, 13.95%, 3, 18, 3, 234.82, 1193113
1440538271, 0, 196, 766, 754, 165, 13.95%, 3, 18, 3, 241.40, 1199351
1440538276, 0, 196, 767, 755, 165, 13.95%, 3, 18, 3, 241.78, 1200569
1440538291, 0, 196, 768, 756, 165, 13.95%, 3, 18, 3, 242.66, 1204243
1440538352, 0, 202, 768, 755, 166, 13.95%, 3, 18, 3, 243.84, 1218992
1440538377, 0, 211, 768, 754, 165, 13.95%, 3, 18, 3, 260.64, 1225239
1440538392, 0, 211, 769, 755, 165, 13.95%, 3, 18, 3, 328.96, 1230256
1440538433, 0, 225, 769, 754, 164, 13.95%, 3, 18, 3, 298.34, 1242901
1440538479, 0, 225, 769, 754, 164, 13.95%, 3, 19, 3, 299.44, 1256688
1440538494, 0, 225, 770, 755, 164, 13.97%, 3, 19, 3, 272.26, 1260889
1440538504, 0, 225, 771, 756, 164, 13.98%, 3, 19, 3, 275.63, 1263654
1440538555, 0, 225, 772, 757, 164, 13.98%, 3, 19, 3, 275.21, 1277754
1440538626, 0, 225, 773, 758, 164, 13.98%, 3, 19, 3, 275.96, 1297324
1440538722, 0, 225, 774, 759, 164, 13.98%, 3, 19, 3, 278.12, 1324019
